0	0	0
594	1	1
1874	2	2
3791	3	2
5813	4	2
7991	5	2
8175	4	2
9729	5	2
11919	6	2
12723	5	2
14603	6	2
16826	7	2
17255	6	2
18887	7	2
21510	8	2
21776	7	2
24275	8	2
26291	7	2
27043	8	2
30163	9	2
30775	8	2
33059	9	2
35207	8	2
36123	9	2
39639	10	2
39663	9	2
43190	10	2
44115	9	2
47293	10	2
48595	9	2
50358	10	2
52311	11	3
53055	10	3
55514	11	3
57591	10	3
58775	11	3
61979	12	3
62135	11	3
65559	12	3
66603	11	3
69000	12	3
71191	11	3
73693	12	3
75751	11	3
77116	12	3
80295	11	3
81687	12	3
84911	11	3
86878	12	3
89605	11	3
91935	12	3
94203	11	3
97894	12	3
98751	11	3
101694	12	3
103275	11	3
105123	12	3
107844	11	3
108503	12	3
111970	13	3
112355	12	3
114804	13	3
116831	12	3
118407	13	3
121355	12	3
122338	13	3
125891	12	3
126440	13	3
130310	14	3
130431	13	3
134994	12	3
136259	13	3
139571	12	3
141101	13	3
144179	12	3
147694	13	3
148787	12	3
151807	13	3
153367	12	3
155063	13	3
157798	14	3
157967	13	3
160795	14	3
162579	13	3
167099	13	3
171667	12	3
176223	11	3
180759	10	3
185379	9	3
189963	8	3
194595	7	3
199215	6	3
203807	5	3
208407	4	3
212931	3	3
217459	2	3
221923	1	3
226479	0	3
226487	1534.06	1871.61	1490.24
