0	0	0
573	1	2
2522	2	2
4412	3	2
6440	4	2
8590	5	2
8834	4	2
10402	5	2
12590	6	2
13298	5	2
15418	6	2
17710	7	2
17774	6	2
19810	7	2
22290	6	2
22510	7	2
25222	8	2
26886	7	2
28026	8	2
31378	7	2
31616	8	1
33439	9	1
35990	8	1
36198	9	1
38622	10	1
40602	9	1
41890	10	1
45094	11	1
45190	10	1
48567	11	1
49826	10	1
51705	11	1
54426	10	1
55610	11	2
58914	10	2
60223	11	2
63434	10	2
64517	11	2
67974	10	2
69059	11	2
72426	10	2
73476	11	2
76942	10	2
78058	11	2
81562	10	2
81850	11	2
86146	10	2
87466	11	2
90658	10	2
92266	11	1
95118	10	1
95750	11	1
99458	12	1
99590	11	1
102026	12	1
104086	11	1
105906	12	2
108618	11	2
110042	12	2
113070	11	2
114488	12	2
117654	11	2
117930	12	2
122130	11	2
122614	12	2
126454	13	2
126614	12	2
130518	13	2
131042	12	2
135023	13	2
135594	12	2
139676	13	1
140098	12	1
142990	13	1
144734	12	1
147237	13	1
149274	12	1
149946	13	1
153181	14	1
153742	13	1
156560	14	2
158290	13	2
161082	14	2
162858	13	2
167330	13	2
171938	12	2
176366	11	2
180914	10	2
185482	9	2
190042	8	2
194686	7	2
199238	6	2
203806	5	2
208426	4	2
213098	3	2
217674	2	2
222138	1	2
226662	0	2
226662	1022.66	1866.34	930.388
