0	0	0
575	1	1
1900	2	1
3053	3	2
5069	4	2
7204	5	2
7476	4	2
8898	5	3
12020	4	3
12256	5	3
16300	6	2
16524	5	2
19148	6	2
21116	5	2
23356	6	2
25576	5	2
26980	6	2
30120	5	2
32890	6	2
34604	5	2
36314	6	2
39132	5	2
43283	6	2
43632	5	2
46454	6	1
48060	5	1
48828	6	1
50436	7	1
52488	6	1
55175	7	1
56491	8	1
57048	7	1
57660	8	2
61584	7	2
65018	8	2
66072	7	2
67320	8	2
70644	7	2
72116	8	2
74428	9	2
75181	8	2
79652	7	2
81644	8	2
84300	7	2
84836	8	2
88804	7	2
93404	6	2
94958	7	2
97890	8	2
97904	7	2
100840	8	2
102440	7	2
103257	8	2
105140	9	2
106916	8	2
107148	9	2
111460	8	2
111540	9	2
116072	8	2
120284	9	2
120572	8	2
125108	7	2
125372	8	2
129272	9	2
129724	8	2
133232	9	2
134276	8	2
137816	9	2
138772	8	2
141257	9	2
143216	8	2
145048	9	1
147484	10	1
147768	9	1
151853	10	1
152332	9	1
153104	10	1
154502	11	1
156856	10	1
158579	11	2
161264	10	2
162659	11	2
165848	10	2
170332	9	2
172035	10	2
174632	11	2
174864	10	2
179340	10	2
183912	9	2
188500	8	2
193084	7	2
197556	6	2
202088	5	2
206656	4	2
211220	3	2
215764	2	2
220420	1	2
225004	0	2
225004	1094.57	1867.26	999.907
