0	0	0
570	1	2
2568	2	2
4450	3	2
6401	4	2
8573	5	2
8921	4	2
10479	5	3
13529	4	3
13913	5	3
18005	6	3
18029	5	3
21677	6	3
22589	5	3
25814	6	3
27113	5	3
30401	6	3
31721	5	3
35074	6	3
36125	5	3
40394	6	3
40732	5	3
45361	4	3
47305	5	3
49885	4	3
51153	5	3
54183	6	3
54381	5	3
57396	6	3
58909	5	3
60269	6	3
63333	5	3
64149	6	3
67701	7	3
67853	6	3
71217	7	3
72381	6	3
75394	7	3
77013	6	3
79749	7	3
81621	6	3
84529	7	3
86189	6	3
89153	7	3
90777	6	3
94716	7	3
95329	6	3
99813	5	3
100793	6	3
103239	7	3
104201	6	3
106433	7	3
108757	6	3
109673	7	3
113031	8	3
113329	7	3
116785	8	3
117841	7	3
120277	8	3
122461	7	3
125245	8	3
127057	7	3
130065	8	3
131736	7	3
135261	8	3
136229	7	3
138969	8	3
140765	7	3
144981	8	3
145277	7	3
149897	6	3
150317	7	3
153354	8	3
154405	7	3
156221	8	3
158853	7	3
159532	8	3
162941	9	3
163277	8	3
166645	9	3
167757	8	3
170625	9	3
172217	8	3
175249	9	3
176893	8	3
179038	9	3
181465	8	3
183643	9	3
186025	8	3
190525	8	3
195101	7	3
199601	6	3
204189	5	3
208713	4	3
213129	3	3
217661	2	3
222149	1	3
226705	0	3
226705	1742.81	1852.07	1694.11
